CLUSTER APOGEE_ID RA DEC NO_SIGMAS_RV NO_SIGMAS_PM DIST_CENTER
"NGC 2168" 2M06044429+2408324 91.184564 24.142361 inf 0.24708736776671775 62.54247308886587
"NGC 2168" 2M06044552+2345408 91.189678 23.761358 inf 0.5952397470627655 70.76349419736243
"NGC 2168" 2M06044982+2328564 91.207605 23.482347 22.285062958000125 0.9449890293190537 79.86755238606442
"NGC 2168" 2M06045553+2249480 91.231379 22.830004 inf 1.2867179140032003 109.06067442685372
"NGC 2168" 2M06045978+2245064 91.249108 22.751781 inf 0.5720891200355123 112.5430041251404
"NGC 2168" 2M06050259+2246232 91.260803 22.773121 inf 1.0929079545293572 111.1118891557981
"NGC 2168" 2M06050543+2527247 91.272663 25.456888 inf 1.7422514990559852 86.45698619837079
"NGC 2168" 2M06050709+2412578 91.279559 24.21607 inf 3.3618274712930876 56.614442959300284
"NGC 2168" 2M06050985+2518085 91.29106 25.302385 inf 1.9805330902348481 78.94879294291644
"NGC 2168" 2M06051040+2345121 91.293369 23.753378 inf 1.1126869570504982 66.19471257444783
"NGC 2168" 2M06051178+2332325 91.299096 23.542376 inf 0.7596941785975133 73.71297931688206
"NGC 2168" 2M06051190+2358027 91.299607 23.967421 inf 1.7517538522754987 59.744715774200046
"NGC 2168" 2M06051219+2342360 91.300833 23.710022 15.87496322908748 "" 67.33317196876285
"NGC 2168" 2M06051406+2316480 91.30861 23.280008 inf 0.7842477181185113 84.70166455354186
"NGC 2168" 2M06051559+2344115 91.314963 23.736542 22.8350222494082 1.9625650609215561 65.78148769728472
"NGC 2168" 2M06051667+2414468 91.319481 24.246346 inf 5.400975150725326 54.19333198752149
"NGC 2168" 2M06051972+2339553 91.3322 23.665382 inf 0.8086356120528632 67.56461386025869
"NGC 2168" 2M06052296+2330277 91.345669 23.507698 inf 3.9272217228176145 73.26814613227329
"NGC 2168" 2M06052325+2307279 91.346912 23.12442 inf 2.24322723825197 90.82611873150121
"NGC 2168" 2M06052645+2308219 91.360219 23.139418 inf 1.418172521349739 89.66770966438807
"NGC 2168" 2M06052851+2303042 91.36882 23.05118 27.703203406301416 1.0544684067477716 93.79088471556791
"NGC 2168" 2M06052954+2310055 91.373113 23.168215 inf 0.226722339462569 87.84581899425493
"NGC 2168" 2M06053141+2305414 91.380911 23.094837 15.489291920524364 4.619246044875738 91.23430953393147
"NGC 2168" 2M06053301+2244401 91.387576 22.744488 inf 1.7063424324644372 109.2069699784767
"NGC 2168" 2M06053375+2332377 91.390651 23.543808 31.290918034613444 1.02073780129325 69.98458204850327
"NGC 2168" 2M06053477+2257158 91.39488 22.954407 12.973055241211865 1.336640562701789 97.97556855708326
"NGC 2168" 2M06053543+2436083 91.397651 24.60232 inf 1.274876163997671 51.51792336646776
"NGC 2168" 2M06053563+2326280 91.398473 23.441137 20.979240903884982 4.041013437418483 74.14991939520942
"NGC 2168" 2M06053925+2337556 91.413567 23.632133 inf 0.47548413116257254 65.43165125921723
"NGC 2168" 2M06053983+2343301 91.415998 23.725033 inf 3.1264086182741226 61.73324640831265
"NGC 2168" 2M06054069+2335282 91.419553 23.591171 14.751637154003923 1.41045035079869 66.86412191532412
"NGC 2168" 2M06054708+2434557 91.446185 24.582155 18.356755940483975 1.4183767325448131 48.639222801270684
"NGC 2168" 2M06054737+2307010 91.447401 23.11697 inf inf 88.13085575249492
"NGC 2168" 2M06054776+2452006 91.449039 24.86684 inf 1.2007922303375858 55.62227135311828
"NGC 2168" 2M06055563+2233098 91.481798 22.552744 15.070726844058608 1.7536726408856826 117.45923297545637
"NGC 2168" 2M06055665+2509288 91.486045 25.158016 inf 6.467180339735263 65.37204517427386
"NGC 2158" 2M06055914+2355448 91.496456 23.929119 5.452735331668471 1.785873520683941 22.061149710509763
"NGC 2168" 2M06055932+2306049 91.497197 23.101374 inf 2.021836826917215 87.51146699550961
"NGC 2168" 2M06060437+2321038 91.518216 23.351078 0.026516066100566584 1.2155443162876987 74.26928174429499
"NGC 2168" 2M06060598+2241493 91.524922 22.697042 inf 3.6231963059323156 108.5514203887642
"NGC 2168" 2M06060604+2422098 91.525193 24.369394 6.673271753881015 0.35579863071386103 42.49863136126519
"NGC 2168" 2M06060631+2304274 91.526322 23.074299 22.296666784451475 0.5596570263770538 88.13397386588834
"NGC 2168" 2M06060716+2240219 91.529836 22.672773 inf 0.9004757506618692 109.7877242163568
"NGC 2168" 2M06060823+2317256 91.53431 23.290453 inf 0.952707794396541 76.77910414350633
"NGC 2168" 2M06060887+2523502 91.536973 25.397297 inf 1.5312286580665273 74.9147905386319
"NGC 2168" 2M06060910+2332252 91.537927 23.540335 inf 0.9201085764090153 64.62087492977572
"NGC 2168" 2M06060982+2319267 91.540954 23.324102 inf 1.3665343577256628 74.89301721979633
"NGC 2168" 2M06061058+2516179 91.544116 25.27166 inf 1.1861053985022212 68.55671702283017
"NGC 2168" 2M06061169+2305048 91.548737 23.084675 9.954457792806414 0.9414472624475778 86.99605545782927
"NGC 2158" 2M06061902+2430363 91.579251 24.510088 2.750866891190098 2.2722219394994756 29.301619490957094
"NGC 2168" 2M06062214+2308584 91.59227 23.14957 inf 0.8814491404518863 82.4293754177934
"NGC 2168" 2M06062278+2521246 91.594942 25.356859 11.883965912774785 1.9289416084259399 71.15806320569484
"NGC 2168" 2M06062302+2452311 91.595943 24.875332 inf 4.636928794544591 49.42609551668827
"NGC 2168" 2M06062313+2317074 91.59638 23.28541 inf 6.135637518943906 75.22147405546238
"NGC 2168" 2M06062347+2447332 91.59781 24.792559 26.74513603454738 0.6876765400355772 46.405788295936496
"NGC 2168" 2M06062441+2316171 91.601725 23.271442 inf 1.2041532244881528 75.79261018776967
"NGC 2168" 2M06062524+2303164 91.605201 23.054573 9.522930619401409 0.8209847792551327 87.1837440948161
"NGC 2168" 2M06062829+2439038 91.617889 24.65107 11.027104456178998 13.376668063825347 41.269804125018375
"NGC 2168" 2M06062990+2530202 91.624596 25.505613 inf 1.160184984608482 78.02289082942465
"NGC 2168" 2M06063208+2250516 91.633683 22.847691 inf 24.559623814711056 97.89748601088235
"NGC 2168" 2M06063345+2259151 91.639406 22.987528 inf 1.116091603545327 90.04139533544539
"NGC 2158" 2M06063365+2338377 91.64024 23.643833 6.6928469974258 3.122824526323275 29.4308393366865
"NGC 2168" 2M06064120+2251496 91.671668 22.863789 16.421829502373654 2.039203602916248 96.22987508231925
"NGC 2168" 2M06064182+2457133 91.674275 24.953703 inf 11.519382458617601 49.43731607150286
"NGC 2168" 2M06064279+2239541 91.678321 22.66503 25.34990013029839 2.385151108277745 107.33027497827241
"NGC 2168" 2M06064321+2445035 91.680061 24.750986 inf 6.2636012297298755 41.29749598674429
"NGC 2168" 2M06064512+2524050 91.688014 25.401407 inf 1.536729326699521 70.88895841075426
"NGC 2168" 2M06064650+2246314 91.693777 22.775398 inf 0.19103153188716257 100.78831923304357
"NGC 2168" 2M06064882+2230125 91.703422 22.503481 0.49577215506894584 0.9173735497446087 116.16086140930958
"NGC 2168" 2M06064908+2342131 91.704526 23.703648 inf 0.14333297707498507 51.22764365340389
"NGC 2168" 2M06065228+2336278 91.717845 23.607744 inf 0.3116978003525215 55.35248118277595
"NGC 2168" 2M06065367+2517302 91.723642 25.291725 inf 0.9201301331210805 64.19396517796942
"NGC 2168" 2M06065513+2406594 91.729726 24.116512 3.9422364079547494 1.891605974519068 34.57866105231015
"NGC 2168" 2M06065521+2514244 91.730054 25.24012 10.729672746948058 5.398958720416332 61.34081982079782
"NGC 2158" 2M06065552+2405309 91.731355 24.091927 2.1590799928478104 2.31854291755337 6.885284345084463
"NGC 2168" 2M06065752+2520144 91.739682 25.337358 5.569661690717675 0.8333411748748861 66.18072880743178
"NGC 2168" 2M06065809+2524020 91.7420425415039 25.400554656982422 13.864959655883343 0.21267931464585058 69.50348550533994
"NGC 2168" 2M06065814+2305000 91.742271 23.083342 inf 5.005092242630411 82.54143222176214
"NGC 2168" 2M06065886+2252237 91.745253 22.873272 9.467396549398819 4.799979710989634 94.30804993773114
"NGC 2168" 2M06065946+2532234 91.747758 25.539852 inf 0.3149259344454885 76.97068851004202
"NGC 2168" 2M06070150+2422055 91.756266 24.368221 27.97373176339565 1.6722126378493798 29.86958243023245
"NGC 2158" 2M06070155+2401470 91.75646 24.029732 0.19131651939192357 0.4171802983136783 6.674868820782367
"NGC 2168" 2M06070200+2527236 91.758363 25.456568 8.790298711180343 0.40853617197442327 72.16604839395072
"NGC 2168" 2M06070276+2435132 91.761507 24.587013 4.242557604990482 0.7369338135379614 32.546384810216864
"NGC 2168" 2M06070411+2314593 91.767164 23.24983 32.141985223855585 1.2866851708538871 72.79683763512904
"NGC 2158" 2M06070415+2409180 91.767319 24.155005 0.6952587525584345 0.0823293362200822 6.182144533059551
"NGC 2168" 2M06070822+2231332 91.784271 22.52589 29.202922263516786 2.559981416189085 113.67359140247972
"NGC 2168" 2M06070889+2332561 91.787066 23.548933 inf 2.203800769180622 56.26935517723156
"NGC 2168" 2M06071112+2307169 91.796364 23.121378 inf 1.5308867388633358 79.33730867748089
"NGC 2158" 2M06071494+2407517 91.812278 24.131046 0.3233552110944947 0.19007223209573929 3.3714340400148126
"NGC 2168" 2M06071579+2349116 91.815829 23.819897 18.038053800432632 1.0202763136941102 41.95776298205077
"NGC 2168" 2M06071588+2233207 91.816184 22.555756 32.03942472916185 2.0725748435763913 111.50435014053352
"NGC 2168" 2M06071589+2403583 91.816242 24.066208 7.987017754891971 0.6335047842147224 31.919217222560412
"NGC 2158" 2M06071696+2402007 91.820684 24.033552 0.8401931995188068 0.24661550576465588 4.059006742063296
"NGC 2168" 2M06071764+2410276 91.823541 24.174353 5.75930651663839 0.7935504250681978 28.472104650910815
"NGC 2168" 2M06071767+2244330 91.823642 22.742516 inf 4.161674074232986 100.54937978840026
"NGC 2168" 2M06071773+2454254 91.82391 24.907076 18.498418912973047 1.608293408306343 41.95391346797026
"NGC 2168" 2M06071787+2405542 91.824499 24.098394 0.44566431304754245 0.6976316020510844 30.504253328881457
"NGC 2158" 2M06071913+2400148 91.829747 24.004124 0.43764164926427657 0.6154352703625485 5.508959373470498
"NGC 2168" 2M06072041+2407463 91.835058 24.129555 0.37366806734957253 0.5497327571198152 29.074083786258004
"NGC 2168" 2M06072154+2247590 91.839751 22.799749 1.2388684413146336 4.168990429779857 97.00180842397587
"NGC 2168" 2M06072246+2512466 91.843611 25.212952 inf 0.9255584818461547 56.97141047104621
"NGC 2158" 2M06072349+2430248 91.847895 24.506914 7.389409518080043 6.187877423898139 24.870631329086063
"NGC 2168" 2M06072402+2313109 91.850117 23.219715 inf 8.685123920647564 72.77682061575246
"NGC 2168" 2M06072443+2400524 91.851799 24.014559 0.8611247705997447 0.7112824621926296 32.218921509039916
"NGC 2168" 2M06072579+2246099 91.857479 22.76943 33.95926492721937 3.1474282358909984 98.51227538044
"NGC 2168" 2M06072624+2409568 91.859336 24.165781 7.524331033283922 0.6780475539776015 26.90009686845044
"NGC 2168" 2M06072663+2329496 91.860997 23.497116 6.738682812540188 0.8244934244282645 57.14781436699989
"NGC 2158" 2M06072907+2402151 91.871145 24.037548 0.20178461446486926 0.10889515683292715 3.3855093443036663
"NGC 2158" 2M06072918+2408185 91.871603 24.138487 0.7042282190944751 0.19103989740452232 2.872598619539161
"NGC 2168" 2M06073179+2240444 91.882486 22.679024 inf 1.1540320724635382 103.46111678714334
"NGC 2168" 2M06073349+2334282 91.889553 23.574505 inf 2.073026574713644 52.278391316311826
"NGC 2168" 2M06073516+2257177 91.896524 22.954931 inf 0.2547344513228342 87.19649795406555
"NGC 2158" 2M06073636+2405001 91.901541 24.083387 0.7666331443303679 0.2558415396526199 2.4969764991733023
"NGC 2168" 2M06073743+2304342 91.905964 23.076191 23.795031062131358 0.6032986217244182 80.03936399907683
"NGC 2168" 2M06073896+2311133 91.912355 23.187048 8.007336447924288 inf 73.55576649018663
"NGC 2168" 2M06073917+2409098 91.913248 24.152727 1.0540661449594768 0.6290845499680368 24.66116082016642
"NGC 2158" 2M06073998+2403546 91.916617 24.065184 0.6803580705416403 0.3055079465513901 3.6507644288218595
"NGC 2158" 2M06074162+2405540 91.923452 24.098347 0.4368845121852818 0.5735409108730373 3.6534631660700563
"NGC 2168" 2M06074175+2313240 91.923983 23.223347 inf 0.8725741089335233 71.28546536022482
"NGC 2168" 2M06074220+2333139 91.92586 23.553865 inf 1.7139960111893418 52.58439920339958
"NGC 2168" 2M06074272+2402514 91.92803 24.047638 7.630567716580782 0.6701667724765026 27.76951951367931
"NGC 2168" 2M06074618+2316129 91.942425 23.270254 34.671383839472036 1.8524117358245658 68.29725518167294
"NGC 2168" 2M06074740+2501543 91.947534 25.031769 19.337682436399138 2.2400924089921523 44.72613709840023
"NGC 2168" 2M06074799+2504050 91.949999 25.068068 inf 0.8607967592400845 46.64228063732087
"NGC 2168" 2M06074862+2306127 91.952609 23.103552 4.637323420298673 3.000107089100763 77.7878172228441
"NGC 2168" 2M06075114+2239104 91.96311 22.652891 inf 1.9336242601949087 104.10377125094719
"NGC 2168" 2M06075243+2403561 91.968459 24.065599 5.9297879176319865 0.6485870765310575 25.417770319555036
"NGC 2168" 2M06075434+2521387 91.976447 25.360777 6.13374994796185 4.206582616128748 62.63035418857919
"NGC 2168" 2M06075513+2253055 91.979737 22.884872 inf 0.7278442243608746 90.25782683663789
"NGC 2168" 2M06075881+2541385 91.995082 25.694038 8.89381463461458 0.9469915280280905 81.78309721319174
"NGC 2158" 2M06080093+2427529 92.003885 24.46471 8.641659802016179 8.772332282625202 23.73322343333665
"NGC 2158" 2M06080468+2426055 92.019531 24.434866 29.347334972312296 12.158191418140666 22.382693815608533
"NGC 2168" 2M06080649+2301338 92.027075 23.026056 inf 0.08179547760734547 81.44375874992828
"NGC 2168" 2M06081023+2250534 92.042633 22.848186 6.478603541726515 1.0886545140951824 91.81589679358486
"NGC 2168" 2M06081479+2226101 92.061627 22.436163 33.16044686033245 0.2646568257589261 116.1780340313059
"NGC 2168" 2M06081488+2227193 92.062006 22.455376 19.35644723846568 1.3158270650462967 115.03036284952394
"NGC 2168" 2M06081514+2302582 92.063089 23.049513 inf 1.5443897425861666 79.71057209537167
"NGC 2168" 2M06081891+2259305 92.078805 22.991825 inf 0.7951025150087419 82.9943695547179
"NGC 2168" 2M06082179+2505167 92.090807 25.087978 inf 2.2608563864197593 45.191697531609314
"NGC 2168" 2M06082200+2441551 92.091692 24.698648 inf 1.2872354105235975 23.36708302860163
"NGC 2168" 2M06082354+2301419 92.098119 23.028311 0.02147369717030512 1.1986042675056598 80.67513032912693
"NGC 2168" 2M06082385+2538137 92.0994 25.63715 35.10543061583317 2.788311853788103 77.4349377541555
"NGC 2168" 2M06082464+2227207 92.102683 22.455751 28.631493229858016 3.5455202685837253 114.7715269462439
"NGC 2158" 2M06082479+2428054 92.103326 24.468191 13.438638247345041 3.0831487982240433 26.259561475752477
"NGC 2168" 2M06082877+2504502 92.119878 25.080624 inf 0.2975813276005084 44.38303568095938
"NGC 2158" 2M06083074+2402181 92.12809 24.038374 12.198504715679594 5.552693675060669 15.199249577618497
"NGC 2168" 2M06083117+2541051 92.129882 25.68475 inf 1.9562534124120332 80.05106399627329
"NGC 2168" 2M06083160+2306231 92.131696 23.106417 18.256720585174985 0.19055461575302451 75.78622676793034
"NGC 2168" 2M06083502+2430427 92.145918 24.511875 inf 0.44549292226610854 12.514165021333154
"NGC 2168" 2M06083554+2307493 92.148121 23.130365 11.531783143387171 22.05630083201737 74.2520061267564
"NGC 2168" 2M06083739+2421573 92.155832 24.365942 inf inf 8.034969597031656
"NGC 2168" 2M06083846+2457238 92.160254 24.956636 11.636077857780503 1.3522906604192135 36.64353511978098
"NGC 2158" 2M06084146+2400089 92.172751 24.002493 1.2583472516400673 3.5778084147652502 18.12077592773798
"NGC 2168" 2M06084439+2411512 92.184973 24.197573 inf 1.9450702122117396 11.669350460375021
"NGC 2168" 2M06084558+2249552 92.189923 22.83201 27.749458949872704 0.395458373727393 91.8759267668368
"NGC 2168" 2M06084786+2417440 92.199457 24.295563 inf 2.8970718599533494 6.833645367365689
"NGC 2168" 2M06084870+2309485 92.202925 23.163483 inf 0.9048857348174055 71.98686456540942
"NGC 2168" 2M06085126+2435312 92.213614 24.592005 inf 2.868695525791852 14.757754511730475
"NGC 2168" 2M06085365+2239038 92.223574 22.651079 inf 1.6401992818287006 102.6147222245856
"NGC 2158" 2M06085391+2359242 92.224658 23.99007 1.9791396728606696 1.7069724850821757 21.059162610800307
"NGC 2168" 2M06085560+2303286 92.231697 23.057968 inf 1.0413953464186247 78.20631729491292
"NGC 2168" 2M06085581+2252315 92.232561 22.875422 inf 1.2941802051086797 89.14517683095968
"NGC 2158" 2M06085698+2353420 92.237458 23.895006 2.9127225925473432 1.63193794275876 23.983138223566527
"NGC 2158" 2M06085946+2418364 92.247782 24.310116 18.346880310246796 4.314046539496815 25.05463476397031
"NGC 2158" 2M06090131+2400051 92.255498 24.001434 13.550064655909408 4.5969626022520025 22.504760468199827
"NGC 2168" 2M06090242+2346212 92.260098 23.772575 inf 1.5687243118868093 35.309773108706096
"FSR 1094" 2M06090334-0625480 92.263944 -6.430004 4.428444805134306 3.591650399284638 15.436311279355774
"NGC 2158" 2M06090576+2406281 92.27401 24.107826 3.897709835163735 1.4480283081674132 22.85495822759564
"NGC 2168" 2M06091203+2327180 92.300137 23.455004 inf 2.077460451971301 54.28705445271459
"FSR 1094" 2M06091392-0611304 92.308041 -6.191782 27.081840704026497 inf 13.68078041639364
"NGC 2168" 2M06091577+2422436 92.315742 24.378801 inf 2.8749982917341685 1.3457812969149572
"NGC 2158" 2M06091742+2411463 92.322607 24.196198 7.643957110474123 2.6656292136079474 26.237829962436603
"NGC 2168" 2M06091956+2431427 92.331537 24.528528 inf 2.727772249006309 10.246496796042207
"NGC 2168" 2M06092119+2300378 92.338295 23.010506 inf 12.498672415454669 80.98039622084791
"FSR 1094" 2M06092216-0611022 92.342347 -6.183947 9.485368473826643 2.2365109302061428 12.347659809367872
"NGC 2168" 2M06092257+2408067 92.344064 24.135214 inf 6.822256923800427 13.663119448492772
"NGC 2168" 2M06092645+2430453 92.360239 24.512609 inf 2.4711794064490378 9.693452151371092
"FSR 1094" 2M06092885-0626248 92.370237 -6.440241 0.372230256434941 0.9922067186638497 10.494767763694927
"NGC 2168" 2M06093058+2613596 92.377423 26.233231 24.394346297137453 3.6512760001604168 112.47982814272181
"NGC 2168" 2M06093273+2255358 92.386389 22.926632 inf 2.5359904377266482 86.11217595799066
"FSR 1094" 2M06093350-0604198 92.389617 -6.072177 15.619626917878838 2.9853470061286087 16.199241391443337
"FSR 1094" 2M06094123-0632421 92.42183 -6.545029 0.24554464153083227 0.3947343859181371 14.254231781978435
"FSR 1094" 2M06094534-0620035 92.438926 -6.33431 5.014014074493865 1.1352407142053638 3.620843845197778
"FSR 1094" 2M06094621-0608079 92.442565 -6.135547 14.765538379848874 17.442919156615492 11.536196443633598
"FSR 1094" 2M06094731-0630079 92.447136 -6.502208 0.49059084148400894 6.226805785979508 11.355145423993525
"FSR 1094" 2M06094737-0608599 92.447394 -6.149981 11.627544719290226 inf 10.62398416554624
"NGC 2168" 2M06094745+2423085 92.447727 24.385706 inf 2.836212273450727 8.078158059223117
"FSR 1094" 2M06094750-0626027 92.447952 -6.434111 0.754159994610147 0.5892519114788187 7.476909630154555
"NGC 2168" 2M06094798+2328290 92.449951 23.474749 11.136053989499247 0.0847799354920567 53.7129583413846
"FSR 1094" 2M06095028-0638042 92.459516 -6.634526 3.942951104743296 4.044299019670341 19.021903051977894
"NGC 2168" 2M06095202+2254398 92.466766 22.911072 1.5256554437871355 1.0805917016082174 87.38941402714018
"NGC 2168" 2M06095288+2522287 92.470358 25.37466 10.135775830083913 0.5982585288931703 61.57277206284728
"FSR 1094" 2M06095392-0606254 92.474667 -6.10708 14.759221271982923 21.052710572671877 12.837470649625855
"FSR 1094" 2M06095533-0636401 92.48058 -6.611163 17.664135334052812 4.317625256858893 17.5125946989428
"NGC 2168" 2M06095566+2336450 92.481938 23.612503 9.064879206089394 1.0250973127514411 45.90107114270836
"FSR 1094" 2M06095596-0611308 92.483202 -6.191899 7.093719909592891 2.6965627984910165 7.723213304894844
"FSR 1094" 2M06095633-0619314 92.48471 -6.325399 3.1845711744504577 0.4840580874666182 0.8533185911118601
"NGC 2168" 2M06095740+2442059 92.489199 24.701641 inf 12.575871409644819 22.898994034006638
"FSR 1094" 2M06100377-0609244 92.515712 -6.156784 4.020135564204722 14.57338617140788 9.838262437915812
"FSR 1094" 2M06100501-0635275 92.520878 -6.590998 5.696232497446015 8.060168900683799 16.330131450095298
"FSR 1094" 2M06100808-0626030 92.533698 -6.434189 6.5814081037423495 0.08761871255682588 7.188795809960517
"FSR 1094" 2M06101086-0609591 92.54528 -6.166419 4.542544848919415 1.4771030410593238 9.627206378321716
"NGC 2168" 2M06101229+2532316 92.551235 25.542124 inf 0.6067953544638615 72.2173310102699
"FSR 1094" 2M06101539-0637215 92.564152 -6.622648 1.2491882804753156 2.2307470056687593 18.596189137057493
"NGC 2168" 2M06101654+2422363 92.568948 24.376755 inf 2.61439707436366 14.58818905354023
"FSR 1094" 2M06101808-0608351 92.575361 -6.143102 1.2906452552065844 2.9775319958898736 11.565371752329002
"NGC 2168" 2M06101938+2309359 92.58078 23.159979 inf 6.806325791136225 73.59030055876744
"NGC 2168" 2M06102067+2418445 92.586133 24.31237 9.05965650842532 0.4286730257676055 15.754782752584546
"FSR 1094" 2M06102316-0632291 92.596526 -6.541431 11.988024211781099 1.4753865708297016 14.541399753244276
"FSR 1094" 2M06102333-0603512 92.597211 -6.064248 6.70317407822203 7.391412294433166 16.43807846313929
"FSR 1094" 2M06102459-0626424 92.602472 -6.445125 3.6010488867762946 16.35619958311003 9.770391895724794
"FSR 1094" 2M06102485-0618229 92.60357 -6.30637 0.14021665184879592 1.4731693100442702 6.3553673170322655
"NGC 2168" 2M06102708+2415223 92.612861 24.256201 inf 2.7036153533672183 18.063590457516902
"NGC 2168" 2M06102769+2513178 92.615399 25.221613 inf 5.8546313169752775 54.44292566379169
"NGC 2168" 2M06103261+2435500 92.63591 24.597248 inf 0.6528155516144836 23.110830354389766
"FSR 1094" 2M06103658-0603014 92.652442 -6.050406 10.14719127343778 7.152245136203125 18.608410522730853
"FSR 1094" 2M06103850-0632482 92.660442 -6.546738 2.892483228843714 4.579379617345922 16.71466566950036
"FSR 1094" 2M06103872-0603066 92.661372 -6.051841 4.614288061434618 2.8686285585314946 18.804365622208294
"FSR 1094" 2M06103907-0605232 92.662818 -6.089797 20.623074967582642 7.78466853977943 16.948367840166235
"FSR 1094" 2M06104101-0614486 92.670878 -6.246846 12.397797098966368 4.806953288870408 11.208565635178896
"FSR 1094" 2M06104199-0610423 92.674976 -6.178444 11.516076291736038 3.2909255207501853 13.54693151715597
"FSR 1094" 2M06104259-0623439 92.677482 -6.39555 2.2217628893419263 2.7374515363436744 11.635627195668569
"FSR 1094" 2M06104633-0604373 92.693047 -6.077035 6.856090461413238 3.416649560793576 18.64684510797079
"NGC 2168" 2M06104855+2314335 92.702315 23.242659 10.426830101479991 3.147335448672971 70.5264012595272
"FSR 1094" 2M06105476-0606455 92.728172 -6.112642 9.13025564600823 2.4110575736931454 18.52559819288964
"FSR 1094" 2M06105796-0607278 92.741539 -6.124416 12.61833095706633 1.6899877997992903 18.672788420646416
"NGC 2168" 2M06105894+2407511 92.745608 24.130884 25.914383847385142 7.6446696769851865 27.85288965935699
"FSR 1094" 2M06105937-0629126 92.747403 -6.486858 18.200388147166542 0.9411830824369221 17.940723422058536
"NGC 2168" 2M06110236+2444238 92.759848 24.739956 inf 1.6836828135832647 33.805560272169636
"NGC 2168" 2M06110434+2515069 92.768098 25.25194 inf 1.4342243090703772 59.22754642752427
"FSR 1094" 2M06110456-0620409 92.769025 -6.344714 16.430347119558313 3.4564426746253663 16.239629016892785
"NGC 2168" 2M06110572+2359211 92.773862 23.989222 4.7362077263892886 1.1264471057500922 34.051953062195786
"NGC 2168" 2M06110594+2418226 92.774787 24.306278 26.621090505858888 0.0638433057649098 26.008764826268415
"NGC 2168" 2M06111060+2417364 92.794167 24.293455 inf 2.5358242640844293 27.16384809848018
"NGC 2168" 2M06111709+2524432 92.821223 25.412006 inf 0.2838594439666628 69.15443217800315
"NGC 2168" 2M06111916+2435047 92.829846 24.584644 20.079800092321033 1.0601679759627622 31.792754462496738
"NGC 2168" 2M06112764+2404173 92.865187 24.071495 inf 0.3914243281969909 35.30769353133978
"NGC 2168" 2M06113308+2328054 92.887852 23.468178 inf 1.65554653425639 62.385836770291
"NGC 2168" 2M06113799+2409551 92.90833 24.165316 inf 6.279198853030312 35.12373761406743
"NGC 2168" 2M06113933+2500226 92.913879 25.006296 inf 5.312256280648813 51.136961238643615
"NGC 2168" 2M06114227+2526089 92.926164 25.435822 inf 1.2787988052465038 72.93562374432032
"NGC 2168" 2M06114581+2340263 92.940879 23.673981 inf 2.373152364859233 54.004806564551274
"NGC 2168" 2M06114581+2500270 92.940883 25.007521 9.33328157459387 0.5746693585713621 52.16282685635664
"NGC 2168" 2M06114719+2353068 92.946656 23.885225 29.58878550160537 3.880161913787543 45.32435756146331
"NGC 2168" 2M06114742+2359296 92.94761 23.991556 inf 10.546750215933695 41.645396048495265
"NGC 2168" 2M06114886+2452168 92.953611 24.871349 inf 0.9483141878674896 46.93398019236723
"NGC 2168" 2M06115024+2305569 92.959344 23.099148 15.243929004914829 2.3138904084178846 83.79738959948338
"NGC 2168" 2M06115819+2503163 92.992469 25.054544 inf 1.0353934032453926 56.136352572253344
"NGC 2168" 2M06115951+2436547 92.997988 24.615215 30.551895242289664 0.5381298083740474 40.942318475998476
"NGC 2168" 2M06120542+2413326 93.022601 24.225723 32.61397182800203 1.379117060786902 40.183604840290236
"NGC 2168" 2M06120588+2447236 93.024524 24.789915 12.66575761618158 0.5617448167969766 47.089139553315924
"NGC 2168" 2M06120918+2354119 93.038287 23.903328 inf 0.8783399089791628 48.7079117581551
"NGC 2168" 2M06121000+2344205 93.041672 23.739031 inf 0.8640325851436237 55.015022840209305
"NGC 2168" 2M06121343+2507357 93.055997 25.126598 21.11411146806573 0.7782384907453009 61.65874654614339
"NGC 2168" 2M06121485+2356385 93.061883 23.944042 inf 0.7507459503614773 48.47500498369882
"NGC 2168" 2M06121522+2311091 93.063442 23.185883 inf 1.7897315124861837 81.88901496282296
"NGC 2168" 2M06121560+2306380 93.065037 23.110571 inf 0.5925255515194849 85.8551056143544
"NGC 2168" 2M06121639+2346506 93.0683 23.780748 inf 0.530588197328495 54.46259997811565
"NGC 2168" 2M06121849+2519372 93.077083 25.327 13.32777105982346 10.915720323185694 71.73255241763665
"NGC 2168" 2M06122301+2442397 93.095893 24.711033 4.009953783937496 1.5049748381077241 48.15193319466943
"NGC 2168" 2M06122948+2512255 93.122874 25.2071 inf 0.7165793441472004 67.6811554430292
"NGC 2168" 2M06123230+2445294 93.134612 24.758179 inf 2.4862543946584896 51.30814940808199
"NGC 2168" 2M06123394+2454061 93.141431 24.901695 inf 6.618010820252149 56.123576899400426
"NGC 2168" 2M06123517+2430410 93.146547 24.5114 inf 0.8465960005822175 46.98550322482415
"NGC 2168" 2M06123551+2352381 93.147991 23.877275 inf 4.699755296580475 54.59810080118979
"NGC 2168" 2M06123648+2335214 93.152001 23.589291 inf 0.461904710191418 65.61401848299144
"NGC 2168" 2M06123676+2401081 93.153206 24.018929 9.957754341245431 1.1038751737896475 50.84486833062029
"NGC 2168" 2M06123966+2355169 93.165256 23.921381 32.503280165142954 2.406341502699875 54.0591183765886
"NGC 2168" 2M06124406+2453555 93.18362 24.898762 25.671526560529472 4.824918210890424 57.91642894546128
