NAME CENTER_RA CENTER_DEC RADIUS DISTANCE_APOGEE DISTANCE_DISP_APOGEE LOG_AGE LOG_AGE_ERR M_H M_H_DISP RV_FIT_MEAN RV_FIT_STD RV_FIT_AMP PM_FIT_RA_MEAN PM_FIT_DEC_MEAN PM_FIT_RA_STD PM_FIT_DEC_STD PM_FIT_AMP PM_FIT_THETA PM_FIT_BACKGROUND_SCALE AMP_RESIDUAL_RV NUM_MEMBERS FLAG MG_FE MG_FE_DISP Z R_GC R_GC_ERR SPACE_VEL_DISP SPACE_VEL_DISP_ERR
"FSR 1077" 100.5151810941478 -0.8830661101025107 10.200000000000001 2.0455 0.8691716369049326 8.935 0.0 -0.11186162382364273 0.2247987687587738 39.11141553366189 1.88817432958688 0.04473291908764992 -0.008617474216810547 -0.08943149859094542 0.9471648723691488 1.2350641954514547 0.08671867460560678 -0.10844680785205882 0.08944978780827093 14.341453808784939 29 WARN 0.034258440136909485 0.04684992507100105 0.05623727053913302 10.081369726215243 0.45824881656645666 7.195107573470912 1.6749009727332635
"FSR 1094" 92.49786609117513 -6.319797518870792 9.6 2.0601 1.861341217151403 8.85 0.0 -0.21783030033111572 0.31768834590911865 53.36743536622928 3.1919408613631566 0.03766199058719643 0.4565740118736994 0.07976166946608985 2.565247219549686 0.9072341727070938 0.04464875195875204 -8.609686124767624 0.04799467003010571 10.073220354467153 8 WARN 0.030454957857728004 0.09396782517433167 0.3987294421330113 10.036541831408044 0.4592447209588938 12.634056663364326 2.9569065837731636
"FSR 1223" 106.8414457278022 -15.979845137089304 12.0 2.35535 1.3636499999999998 8.95 0.0 -0.13739588856697083 0.1575804054737091 64.91625837225854 5.183257171044732 0.035274799875905705 -0.6852814608427723 1.2736957093525711 1.0030793431392528 0.8568307624380976 0.10675038357424668 7.182197176695268 0.2418843988337239 13.403693865703696 6 WARN -0.005980739835649729 0.03695933148264885 0.12371290547881256 10.001973684775857 0.45951691686999174 8.531249128958619 1.3455256113466518
"IC 1369" 318.0476022341791 47.75536793060276 9.9 1.7443499999999998 1.6572339197356005 8.54 0.0 -0.06469053775072098 0.1801023930311203 -48.61300259732054 2.511617654553748 0.07586784046367105 -3.2219940904697646 -3.854463765048107 0.8143569946041275 1.6798197167280318 0.05614331674893893 3.90157664549282 0.4704464263884655 21.711145505997894 12 WARN -0.02298741787672043 0.06573830544948578 0.014328788881602026 8.469438806866535 0.08684722258612758 7.532480409082026 1.6737527060055208
"IC 166" 28.094388265466858 61.86464355408735 14.7 4.8021 1.0463132721354116 9.0 0.011 -0.0976426973938942 0.035072214901447296 -40.31203848182213 1.5671714358901019 0.18744764166617153 -1.437107401756578 1.1084914944883177 0.5035451626288512 0.5286504919053475 0.13905961546573387 -6.346267779082309 0.7670233473634543 101.7276397160257 20 GOOD 0.03323496878147125 0.03369322791695595 0.02347514242240387 11.968389788618282 1.0174022305075698 7.804676025622275 1.8724973773268327
"IC 348" 56.15192562351191 32.149871793782275 15.600000000000001 0.43285 0.3598051494289035 6.78 0.0 -0.09899036586284637 0.13107918202877045 16.016978823571606 1.1701797448708164 0.12213307271632269 4.285462142167384 -6.72311963464077 1.0045389482451665 0.8617597371652012 0.0768443482034367 -0.09748131004411563 0.44145799742937236 116.44325745776776 271 GOOD -0.0815156027674675 0.10801944881677628 0.10410643727730062 8.689961895782409 0.1028218127022717 1.711777504175576 0.22795918054306
"IC 5146" 328.3724656648908 47.26469121352777 9.9 1.0607 0.865 6.0 0.0 -0.2645390033721924 0.06493999063968658 -5.259312046582351 2.7739409142202973 0.04937183087535338 -2.7952487470867324 -2.7147016762037004 0.833266182293971 0.5969773912916981 0.06933000642415255 -8.365099446469165 0.5649812059014072 16.539547544790803 5 GOOD -0.06075099855661392 0.020703501999378204 0.07450905744176303 8.44702869562723 0.05326092716537974 3.649215241498341 0.38515292406334584
"KING 5" 48.69281281958064 52.69712179858761 13.5 3.35145 1.02515 9.09 0.02 -0.1390262097120285 0.042003802955150604 -43.08406093816642 2.0558211757795593 0.03619199899884315 -0.33504093105103117 -0.989182144534151 0.8235157969645877 0.6480919409205464 0.11076678959801872 -1.9784587561098264 0.5423434691758796 13.058237893799971 10 INSU -0.007039973977953196 0.06844417005777359 0.21411683131636475 11.172753215184573 0.7534337703988482 7.930335027506593 1.8493485060289774
"KING 7" 59.77713158702322 51.78185530787293 21.0 1.6296 1.2217945353727306 8.85 0.014 -0.11099554598331451 0.04807523265480995 -10.17777950239462 0.6574953578711396 0.08704362170509487 0.5269598772397328 -0.8739348481090997 0.6247481802048191 1.2663282705967216 0.027797505710235572 -0.6073967110150859 0.7881593464753058 19.60411111643816 8 INSU -0.028102796524763107 0.017466550692915916 0.002514182535987095 9.742762983749483 0.36810355585336 5.061042612088286 1.2439063502253738
"MELOTTE 20" 51.675203961413196 48.800471258750356 183.0 3.0905 1.2659103758025787 7.7 0.0 -0.20761001110076904 0.16835546493530273 0.7505458959707231 1.0545368107409085 0.03388723494232958 0.017917487158070802 -0.6998794131722083 1.1593481648465378 0.8751421823248758 -0.015567597503643765 -5.50061402433211 1.0981002735321341 23.97197064205528 119 WARN 0.033107154071331024 0.050910670310258865 0.3158779937464843 11.014655806990147 0.7077394346325505 9.84651407745914 2.4333939615187417
"MELOTTE 22" 56.50554134538733 24.37007002165355 186.0 3.4375999999999998 2.58158404518754 8.15 0.0 -0.3039608895778656 0.23032619059085846 5.9751283380579086 0.805100175534756 0.20810665131028913 0.03840890616849613 -0.9266734384815541 0.635199275336413 1.0975934088605026 -0.003585081905894012 9.09650705635941 0.906592945890719 209.65884439009702 26 WARN 0.06913329660892487 0.05607995763421059 1.3328397039799886 11.391177185715367 0.8674733291085128 9.54085110327598 2.368228277118886
"MELOTTE 71" 114.38983964694407 -12.055491296547178 20.400000000000002 2.17055 0.3868519602724881 8.975 0.0 -0.12115298211574554 0.024579042568802834 51.06868960317913 1.2455463425305167 0.03799391179645024 -2.409161913040095 4.245926855169322 0.5349136132889868 -0.5712809047825234 0.053332832595874964 -2.312357882641334 0.9197716542014048 11.635180073504866 7 GOOD -0.06147915497422218 0.014745823107659817 0.20252135232652044 9.856520481215872 0.4196046819971661 3.9083084093835425 0.8778407109913554
"MORGAN 8" 84.11257012969001 -6.4195966447201345 13.8 0.45820000000000005 0.8897907917797838 7.2 0.0 -0.367151141166687 0.4659223258495331 24.853166181604564 1.1661763660599402 0.061960107128779945 1.0338493896601029 0.31437148031552903 0.9304205330738002 0.6703901922558195 0.12497301096924406 -5.165359313978677 0.4503838127650364 85.84781905195064 324 WARN -0.11718881130218506 0.12977617979049683 0.12538384866735872 8.676536804432342 0.10082663127364365 1.6349478157038728 0.2007842438005874
"NGC 1193" 46.47011823105913 44.37970330123741 4.8 5.0678 0.0 9.3 0.0 -0.3459315598011017 0.0 -85.42073256991169 3.3723162459501306 0.04908722636805676 -0.08805661814212708 -0.48512552211995474 0.6942940161704123 0.5302031766798839 0.25371387188307126 -1.8849580547804314 0.11687873113573202 12.800378507379786 5 INSU 0.10944169759750366 0.0 1.0279552257620992 12.740938451687422 1.1946061121724394 10.226712429136953 2.2786680199394107
"NGC 1245" 48.70100533820163 47.252720192504185 22.2 3.1873 0.19183844823763097 9.025 0.011 -0.08028088510036469 0.024683132767677307 -29.18249336211029 0.7884877082894974 0.18582701860549602 0.5538046346470598 -1.6692211998651598 0.5706212766835977 0.49354510918760397 0.14652592852463106 -5.527328003807158 0.722300708204933 57.69343982554131 26 GOOD -0.027808239683508873 0.02442733570933342 0.45798969418935875 11.068176344314825 0.7286240216992024 5.408706175103759 1.3234398715480524
"NGC 1545" 65.29479507347581 50.251596061356665 7.800000000000001 3.732 1.1969147436790826 8.81 0.017 -0.3063153624534607 0.13436725735664368 -16.233132833933908 3.3747152074852393 0.0461405261839979 -0.9077784254709993 -0.5401856936902969 1.7128324038409757 0.6573191137092722 0.047857098345081166 6.639159396257722 0.5289883778040296 11.612898161467681 15 WARN 0.05818634107708931 0.04004457965493202 0.051464945995860795 11.755931850375807 0.8851148654371936 15.308042460207279 3.641018468093175
"NGC 1664" 72.80857542630154 43.65981450718009 18.6 1.0469 1.6068917414962616 8.75 0.023 -0.26164624094963074 0.20702281594276428 9.915689760636887 1.9640325594962396 0.04258326171616733 0.9515824057174322 -1.269650987575568 1.4208362259917553 0.9612242854367203 -0.029576196772386272 -2.861110086419623 1.3385738172677182 15.50262441971677 7 WARN 0.02199944481253624 0.07401827722787857 0.022247754269906914 9.299732781190842 0.2512439065873545 4.3813168467339105 0.8752227899328514
"NGC 1798" 77.9094264919871 47.69522577932859 9.3 3.7276 0.48999358605496046 9.3 0.0 -0.2854281961917877 0.07675601541996002 2.692216139484153 1.079748752653432 0.21586184287250557 0.9480007010713744 -0.3563943441938484 0.5254481591136166 0.6686572907457478 0.14830385318669645 2.786924509575348 0.620215770431636 39.49065751800861 14 GOOD 0.018410243093967438 0.04346510022878647 0.35355765755660795 11.868074587918553 0.9077959012352326 6.996860311635474 1.7075586306979003
"NGC 1802" 77.52762030665572 24.180357885579213 11.4 3.2721 1.3562500442320136 9.15 0.0 -0.20928046107292175 0.20983615517616272 28.938542140420772 5.9999999999982 0.0416833427956982 0.7984915781547474 -1.848505523524761 1.410130166244205 2.2859962016109865 0.0250845478711686 -6.036392698229831 0.24893435983360915 9.889984710380089 20 WARN 0.0339350625872612 0.05375167354941368 0.48801071179582833 11.531211888669391 0.820910383632556 20.083297714674845 4.572690853801755
"NGC 1857" 80.01409406363565 39.29028355911117 9.9 2.632 1.5953899758366292 8.67 0.053 -0.10597465932369232 0.13472922146320343 0.13727475540595188 2.2224338780093937 0.04826622587474445 0.5473796212407375 -1.3546766648416564 0.5609676568610302 0.6579557881152787 0.08562461564220142 -7.634057510783096 0.6455798835079589 17.939051490739633 16 WARN -0.036737337708473206 0.024197682738304138 0.09151422562458186 10.890585860580101 0.6503369303517087 5.437726437630343 1.132350843264986
"NGC 188" 11.854316510262091 85.25504683381676 34.199999999999996 1.8461 0.1756812385482715 9.65 0.0 0.09965895116329193 0.028650157153606415 -41.95829897463991 0.33020656825210043 0.1873216365510441 -2.320959665800958 -0.940022633336883 0.5414595949862114 0.5167485154550808 0.08530887322556972 -5.028213216160832 0.8090756849055886 48.91269085288668 29 GOOD 0.03258536383509636 0.026338888332247734 0.7330259316636177 9.334247200269045 0.31384213631229246 3.098105571496906 0.7657277597094966
"NGC 2039" 86.5497115076531 8.674572115113842 10.799999999999999 5.2444500000000005 1.69955 8.58 0.07 -0.3058169186115265 0.24317054450511932 55.37742326705127 5.5499911513192695 0.040183797100261015 0.556903141250341 -0.26235556704817425 0.6254681308488804 0.6530570223192472 0.05828169362805593 7.351589169746818 0.3899110268039383 9.874094531990114 10 WARN 0.03503168746829033 0.04941354691982269 0.892107030541642 13.314240368934895 1.2956912301501526 11.737139317860148 2.278196472976611
"NGC 2158" 91.85706584770922 24.092482013572997 15.0 3.9254 0.3396548839120221 9.33 0.0 -0.19585111737251282 0.08777381479740143 27.75291087505754 2.2161703021648145 0.17918199777577562 -0.2060475998455511 -1.9798407488647471 0.545814257733134 0.5158803119376583 0.2168884382352498 1.1923058098965944 0.5620945176081648 inf 27 WARN 0.02156098000705242 0.03467554226517677 0.16166966616385334 12.205165107577189 0.97850186793219 6.800380252885152 1.5195385860260031
"NGC 2168" 92.30269091546742 24.359779621072192 58.8 4.0632 0.40970616299977736 8.255 0.015 -0.1873815357685089 0.11924329400062561 29.159797532048476 0.5167632685297211 0.04876256443612468 0.26314309781178274 -1.5348086661297313 0.7907861761430276 1.5881439378086366 -0.03350856350058091 0.03156251551947153 1.4569036663892976 12.10179631778638 24 GOOD 0.004258947446942329 0.0353301540017128 0.20076690335965328 12.3413431888632 1.0130687768510163 15.728960176983371 3.9279955761961958
"NGC 2204" 93.88814462396702 -18.659899575091448 9.3 3.6856999999999998 1.1921669638737964 9.29 0.018 -0.28193074464797974 0.09555914252996445 92.08981620040333 1.0086640364462272 0.20238697090626545 -0.5365030977216663 1.9566264667420412 0.548471412167525 0.5088177590460671 0.20929302542247677 5.347151800830423 0.37650005215084587 78.57470928489535 27 GOOD 0.014319952577352524 0.04938255622982979 0.9873469514970213 11.060116102719174 0.7873207182982822 6.493244546338298 1.5841395355783512
"NGC 2243" 97.3915539311635 -31.28519945404134 9.9 3.9239 0.5968686208693772 9.135 0.0 -0.4672815203666687 0.03887467831373215 59.79123056921762 3.96771255135105 0.04274457016229759 -1.2988643019371842 5.502841889705576 0.4975496113824764 0.5150009902580807 0.14041428197059114 -1.0310668289882066 0.5692577513520881 31.61625032852244 15 GOOD 0.04689303785562515 0.024188632145524025 1.1803650957684668 10.693504996515493 0.7466326338940936 7.300076396490104 1.285889710774008
"NGC 2252" 98.62478001726834 5.369869980696022 13.2 4.4153 2.271536261598107 8.86 0.02 -0.29507553577423096 0.1521976739168167 54.889948858782574 1.188797397483241 0.04741440798905816 -0.08246477144348062 -1.0386478472732454 1.1898291751196397 0.9171108092420232 0.036424088884996667 8.134827937485674 0.609460992350206 11.462151678283076 11 WARN 0.03718337044119835 0.047562483698129654 0.06060573946287576 12.414322498092865 1.0546382060637451 14.513712869994713 3.604085045201522
"NGC 2270" 100.99477296467153 3.469860830925165 12.0 5.0618 1.5200726174174124 8.915 0.036 -0.23983192443847656 0.19610756635665894 41.461615526539966 2.592129441882939 0.038349534267181566 -0.08639102925563812 -0.4939629863377042 1.124182472737253 0.8584278147414467 0.09129940894151294 8.319989112730205 0.35527446237658217 10.787670001221448 10 WARN 0.023745903745293617 0.0672878623008728 0.034766884827579 12.961694932460095 1.2029540636904605 15.827400316520999 3.8507187039658963
